tanggal,lokasi,parameter,nilai,satuan
2025-06-03,Gedung_C,Waste,13.19,kg
2025-06-03,Gedung_D,Energy,219.23,kWh
2025-06-03,Gedung_D,Water,230.34,L
2025-06-03,Gedung_D,CO2,371.33,ppm
2025-06-03,Gedung_D,Waste,34.57,kg
2025-06-03,Gedung_E,Energy,242.87,kWh
2025-06-03,Gedung_E,Water,1140.7,L
2025-06-03,Gedung_E,CO2,793.96,ppm
2025-06-03,Gedung_E,Waste,22.14,kg
2025-06-03,Gedung_F,Energy,129.54,kWh
2025-06-03,Gedung_F,Water,549.05,L
2025-06-03,Gedung_F,CO2,449.23,ppm
2025-06-03,Gedung_F,Waste,33.52,kg
2025-06-03,Gedung_G,Energy,233.04,kWh
2025-06-03,Gedung_G,Water,697.65,L
2025-06-03,Gedung_G,CO2,681.93,ppm
2025-06-03,Gedung_G,Waste,59.85,kg
2025-06-03,Gedung_H,Energy,236.4,kWh
2025-06-03,Gedung_H,Water,1137.82,L
2025-06-03,Gedung_H,CO2,860.73,ppm
2025-06-03,Gedung_H,Waste,35.14,kg
2025-06-03,Gedung_I,Energy,146.1,kWh
2025-06-03,Gedung_I,Water,647.94,L
2025-06-03,Gedung_I,CO2,414.01,ppm
2025-06-03,Gedung_I,Waste,35.5,kg
2025-06-03,Gedung_J,Energy,137.52,kWh
2025-06-03,Gedung_J,Water,565.69,L
2025-06-03,Gedung_J,CO2,481.7,ppm
2025-06-03,Gedung_J,Waste,49.97,kg
2025-06-03,Gedung_K,Energy,112.02,kWh
2025-06-03,Gedung_K,Water,604.28,L
2025-06-03,Gedung_K,CO2,547.08,ppm
2025-06-03,Gedung_K,Waste,55.41,kg
2025-06-03,Gedung_L,Energy,236.59,kWh
2025-06-03,Gedung_L,Water,1010.91,L
2025-06-03,Gedung_L,CO2,850.32,ppm
2025-06-03,Gedung_L,Waste,43.92,kg
2025-06-03,Gedung_M,Energy,222.64,kWh
2025-06-03,Gedung_M,Water,298.78,L
2025-06-03,Gedung_M,CO2,635.91,ppm
2025-06-03,Gedung_M,Waste,41.49,kg
2025-06-03,Gedung_N,Energy,134.49,kWh
2025-06-03,Gedung_N,Water,727.34,L
2025-06-03,Gedung_N,CO2,666.3,ppm
2025-06-03,Gedung_N,Waste,34.26,kg
2025-06-03,Gedung_O,Energy,147.01,kWh
2025-06-03,Gedung_O,Water,746.38,L
2025-06-03,Gedung_O,CO2,460.51,ppm
2025-06-03,Gedung_O,Waste,22.62,kg
2025-06-03,Gedung_P,Energy,156.14,kWh
2025-06-03,Gedung_P,Water,398.04,L
2025-06-03,Gedung_P,CO2,869.34,ppm
2025-06-03,Gedung_P,Waste,28.45,kg
2025-06-03,Gedung_Q,Energy,153.97,kWh
2025-06-03,Gedung_Q,Water,282.39,L
2025-06-03,Gedung_Q,CO2,363.11,ppm
2025-06-03,Gedung_Q,Waste,10.74,kg
2025-06-03,Gedung_R,Energy,175.41,kWh
2025-06-03,Gedung_R,Water,809.66,L
2025-06-03,Gedung_R,CO2,518.24,ppm
2025-06-03,Gedung_R,Waste,59.58,kg
2025-06-03,Gedung_S,Energy,211.03,kWh
2025-06-03,Gedung_S,Water,970.84,L
2025-06-03,Gedung_S,CO2,734.4,ppm
2025-06-03,Gedung_S,Waste,34.02,kg
2025-06-03,Gedung_T,Energy,87.08,kWh
2025-06-03,Gedung_T,Water,1146.78,L
2025-06-03,Gedung_T,CO2,518.92,ppm
2025-06-03,Gedung_T,Waste,37.31,kg
2025-06-04,Gedung_A,Energy,233.05,kWh
2025-06-04,Gedung_A,Water,742.79,L
2025-06-04,Gedung_A,CO2,702.51,ppm
2025-06-04,Gedung_A,Waste,45.66,kg
2025-06-04,Gedung_B,Energy,170.83,kWh
2025-06-04,Gedung_B,Water,247.21,L
2025-06-04,Gedung_B,CO2,516.62,ppm
2025-06-04,Gedung_B,Waste,15.35,kg
2025-06-04,Gedung_C,Energy,243.91,kWh
2025-06-04,Gedung_C,Water,252.44,L
2025-06-04,Gedung_C,CO2,803.97,ppm
2025-06-04,Gedung_C,Waste,53.05,kg
2025-06-04,Gedung_D,Energy,205.55,kWh
2025-06-04,Gedung_D,Water,723.98,L
2025-06-04,Gedung_D,CO2,448.06,ppm
2025-06-04,Gedung_D,Waste,25.4,kg
2025-06-04,Gedung_E,Energy,198.86,kWh
2025-06-04,Gedung_E,Water,1110.66,L
2025-06-04,Gedung_E,CO2,404.26,ppm
2025-06-04,Gedung_E,Waste,57.25,kg
2025-06-04,Gedung_F,Energy,231.7,kWh
2025-06-04,Gedung_F,Water,912.41,L
2025-06-04,Gedung_F,CO2,390.13,ppm
2025-06-04,Gedung_F,Waste,16.2,kg
2025-06-04,Gedung_G,Energy,115.15,kWh
2025-06-04,Gedung_G,Water,840.42,L
2025-06-04,Gedung_G,CO2,358.58,ppm
2025-06-04,Gedung_G,Waste,55.71,kg
2025-06-04,Gedung_H,Energy,115.03,kWh
2025-06-04,Gedung_H,Water,889.39,L
2025-06-04,Gedung_H,CO2,858.37,ppm
2025-06-04,Gedung_H,Waste,5.26,kg
2025-06-04,Gedung_I,Energy,120.87,kWh
2025-06-04,Gedung_I,Water,1013.64,L
2025-06-04,Gedung_I,CO2,807.22,ppm
2025-06-04,Gedung_I,Waste,59.14,kg
2025-06-04,Gedung_J,Energy,247.8,kWh
2025-06-04,Gedung_J,Water,1026.57,L
2025-06-04,Gedung_J,CO2,554.48,ppm
2025-06-04,Gedung_J,Waste,51.08,kg
2025-06-04,Gedung_K,Energy,87.61,kWh
2025-06-04,Gedung_K,Water,341.67,L
2025-06-04,Gedung_K,CO2,485.4,ppm
2025-06-04,Gedung_K,Waste,41.77,kg
2025-06-04,Gedung_L,Energy,229.93,kWh
2025-06-04,Gedung_L,Water,622.84,L
2025-06-04,Gedung_L,CO2,663.8,ppm
2025-06-04,Gedung_L,Waste,52.51,kg
2025-06-04,Gedung_M,Energy,186.45,kWh
2025-06-04,Gedung_M,Water,404.88,L
2025-06-04,Gedung_M,CO2,833.27,ppm
2025-06-04,Gedung_M,Waste,45.51,kg
2025-06-04,Gedung_N,Energy,126.34,kWh
2025-06-04,Gedung_N,Water,890.28,L
2025-06-04,Gedung_N,CO2,578.74,ppm
2025-06-04,Gedung_N,Waste,27.75,kg
2025-06-04,Gedung_O,Energy,127.27,kWh
2025-06-04,Gedung_O,Water,1101.08,L
2025-06-04,Gedung_O,CO2,799.2,ppm
2025-06-04,Gedung_O,Waste,31.85,kg
2025-06-04,Gedung_P,Energy,182.02,kWh
2025-06-04,Gedung_P,Water,826.54,L
2025-06-04,Gedung_P,CO2,567.51,ppm
2025-06-04,Gedung_P,Waste,43.28,kg
2025-06-04,Gedung_Q,Energy,156.35,kWh
2025-06-04,Gedung_Q,Water,862.96,L
2025-06-04,Gedung_Q,CO2,472.64,ppm
2025-06-04,Gedung_Q,Waste,40.07,kg
2025-06-04,Gedung_R,Energy,99.6,kWh
2025-06-04,Gedung_R,Water,1102.22,L
2025-06-04,Gedung_R,CO2,618.7,ppm
2025-06-04,Gedung_R,Waste,15.08,kg
2025-06-04,Gedung_S,Energy,135.65,kWh
2025-06-04,Gedung_S,Water,1143.5,L
2025-06-04,Gedung_S,CO2,491.07,ppm
2025-06-04,Gedung_S,Waste,42.45,kg
2025-06-04,Gedung_T,Energy,238.21,kWh
2025-06-04,Gedung_T,Water,598.2,L
2025-06-04,Gedung_T,CO2,644.94,ppm
2025-06-04,Gedung_T,Waste,20.66,kg
2025-06-05,Gedung_A,Energy,176.92,kWh
2025-06-05,Gedung_A,Water,308.49,L
2025-06-05,Gedung_A,CO2,415.67,ppm
2025-06-05,Gedung_A,Waste,50.26,kg
2025-06-05,Gedung_B,Energy,230.28,kWh
2025-06-05,Gedung_B,Water,1150.21,L
2025-06-05,Gedung_B,CO2,655.11,ppm
2025-06-05,Gedung_B,Waste,32.39,kg
2025-06-05,Gedung_C,Energy,101.61,kWh
2025-06-05,Gedung_C,Water,1195.56,L
2025-06-05,Gedung_C,CO2,607.93,ppm
2025-06-05,Gedung_C,Waste,11.01,kg
2025-06-05,Gedung_D,Energy,118.87,kWh
2025-06-05,Gedung_D,Water,1033.09,L
2025-06-05,Gedung_D,CO2,451.46,ppm
2025-06-05,Gedung_D,Waste,46.94,kg
2025-06-05,Gedung_E,Energy,217.09,kWh
2025-06-05,Gedung_E,Water,441.75,L
2025-06-05,Gedung_E,CO2,688.43,ppm
2025-06-05,Gedung_E,Waste,29.1,kg
2025-06-05,Gedung_F,Energy,104.27,kWh
2025-06-05,Gedung_F,Water,797.0,L
2025-06-05,Gedung_F,CO2,372.58,ppm
2025-06-05,Gedung_F,Waste,56.35,kg
2025-06-05,Gedung_G,Energy,210.35,kWh
2025-06-05,Gedung_G,Water,388.97,L
2025-06-05,Gedung_G,CO2,465.74,ppm
2025-06-05,Gedung_G,Waste,22.49,kg
2025-06-05,Gedung_H,Energy,176.7,kWh
2025-06-05,Gedung_H,Water,1148.59,L
2025-06-05,Gedung_H,CO2,537.74,ppm
2025-06-05,Gedung_H,Waste,57.27,kg
2025-06-05,Gedung_I,Energy,236.71,kWh
2025-06-05,Gedung_I,Water,550.12,L
2025-06-05,Gedung_I,CO2,460.36,ppm
2025-06-05,Gedung_I,Waste,40.43,kg
2025-06-05,Gedung_J,Energy,146.52,kWh
2025-06-05,Gedung_J,Water,353.1,L
2025-06-05,Gedung_J,CO2,510.49,ppm
2025-06-05,Gedung_J,Waste,8.5,kg
2025-06-05,Gedung_K,Energy,111.27,kWh
2025-06-05,Gedung_K,Water,394.34,L
2025-06-05,Gedung_K,CO2,711.91,ppm
2025-06-05,Gedung_K,Waste,29.14,kg
2025-06-05,Gedung_L,Energy,228.13,kWh
2025-06-05,Gedung_L,Water,269.38,L
2025-06-05,Gedung_L,CO2,485.18,ppm
2025-06-05,Gedung_L,Waste,34.07,kg
2025-06-05,Gedung_M,Energy,174.67,kWh
2025-06-05,Gedung_M,Water,343.36,L
2025-06-05,Gedung_M,CO2,880.3,ppm
2025-06-05,Gedung_M,Waste,8.12,kg
2025-06-05,Gedung_N,Energy,196.41,kWh
2025-06-05,Gedung_N,Water,609.92,L
2025-06-05,Gedung_N,CO2,643.85,ppm
2025-06-05,Gedung_N,Waste,39.02,kg
2025-06-05,Gedung_O,Energy,108.89,kWh
2025-06-05,Gedung_O,Water,1132.8,L
2025-06-05,Gedung_O,CO2,553.7,ppm
2025-06-05,Gedung_O,Waste,12.89,kg
2025-06-05,Gedung_P,Energy,97.64,kWh
2025-06-05,Gedung_P,Water,433.66,L
2025-06-05,Gedung_P,CO2,559.67,ppm
2025-06-05,Gedung_P,Waste,35.95,kg
2025-06-05,Gedung_Q,Energy,218.33,kWh
2025-06-05,Gedung_Q,Water,968.7,L
2025-06-05,Gedung_Q,CO2,415.8,ppm
2025-06-05,Gedung_Q,Waste,17.35,kg
2025-06-05,Gedung_R,Energy,186.81,kWh
2025-06-05,Gedung_R,Water,763.64,L
2025-06-05,Gedung_R,CO2,390.66,ppm
2025-06-05,Gedung_R,Waste,40.69,kg
2025-06-05,Gedung_S,Energy,234.84,kWh
2025-06-05,Gedung_S,Water,1137.21,L
2025-06-05,Gedung_S,CO2,704.63,ppm
2025-06-05,Gedung_S,Waste,20.54,kg
2025-06-05,Gedung_T,Energy,184.73,kWh
2025-06-05,Gedung_T,Water,649.67,L
2025-06-05,Gedung_T,CO2,761.44,ppm
2025-06-05,Gedung_T,Waste,42.56,kg
2025-06-06,Gedung_A,Energy,184.14,kWh
2025-06-06,Gedung_A,Water,545.15,L
2025-06-06,Gedung_A,CO2,893.39,ppm
2025-06-06,Gedung_A,Waste,30.02,kg
2025-06-06,Gedung_B,Energy,236.3,kWh
2025-06-06,Gedung_B,Water,353.14,L
2025-06-06,Gedung_B,CO2,645.05,ppm
2025-06-06,Gedung_B,Waste,24.81,kg
2025-06-06,Gedung_C,Energy,104.55,kWh
2025-06-06,Gedung_C,Water,837.09,L
2025-06-06,Gedung_C,CO2,445.89,ppm
2025-06-06,Gedung_C,Waste,58.21,kg
2025-06-06,Gedung_D,Energy,249.85,kWh
2025-06-06,Gedung_D,Water,1081.94,L
2025-06-06,Gedung_D,CO2,552.44,ppm
2025-06-06,Gedung_D,Waste,6.15,kg
2025-06-06,Gedung_E,Energy,216.93,kWh
2025-06-06,Gedung_E,Water,343.98,L
2025-06-06,Gedung_E,CO2,602.96,ppm
2025-06-06,Gedung_E,Waste,44.09,kg
2025-06-06,Gedung_F,Energy,172.05,kWh
2025-06-06,Gedung_F,Water,426.99,L
2025-06-06,Gedung_F,CO2,571.23,ppm
2025-06-06,Gedung_F,Waste,51.21,kg
2025-06-06,Gedung_G,Energy,140.0,kWh
2025-06-06,Gedung_G,Water,1141.88,L
2025-06-06,Gedung_G,CO2,581.63,ppm
2025-06-06,Gedung_G,Waste,27.97,kg
2025-06-06,Gedung_H,Energy,204.69,kWh
2025-06-06,Gedung_H,Water,643.89,L
2025-06-06,Gedung_H,CO2,563.64,ppm
2025-06-06,Gedung_H,Waste,25.0,kg
2025-06-06,Gedung_I,Energy,135.42,kWh
2025-06-06,Gedung_I,Water,598.88,L
2025-06-06,Gedung_I,CO2,747.82,ppm
2025-06-06,Gedung_I,Waste,16.33,kg
2025-06-06,Gedung_J,Energy,116.88,kWh
2025-06-06,Gedung_J,Water,390.97,L
2025-06-06,Gedung_J,CO2,457.03,ppm
2025-06-06,Gedung_J,Waste,53.05,kg
2025-06-06,Gedung_K,Energy,192.09,kWh
2025-06-06,Gedung_K,Water,818.88,L
2025-06-06,Gedung_K,CO2,845.19,ppm
2025-06-06,Gedung_K,Waste,35.15,kg
2025-06-06,Gedung_L,Energy,209.88,kWh
2025-06-06,Gedung_L,Water,608.21,L
2025-06-06,Gedung_L,CO2,704.2,ppm
2025-06-06,Gedung_L,Waste,16.74,kg
2025-06-06,Gedung_M,Energy,104.03,kWh
2025-06-06,Gedung_M,Water,308.65,L
2025-06-06,Gedung_M,CO2,708.73,ppm
2025-06-06,Gedung_M,Waste,21.52,kg
2025-06-06,Gedung_N,Energy,221.59,kWh
2025-06-06,Gedung_N,Water,974.58,L
2025-06-06,Gedung_N,CO2,692.98,ppm
2025-06-06,Gedung_N,Waste,7.8,kg
2025-06-06,Gedung_O,Energy,116.92,kWh
2025-06-06,Gedung_O,Water,751.69,L
2025-06-06,Gedung_O,CO2,436.2,ppm
2025-06-06,Gedung_O,Waste,26.14,kg
2025-06-06,Gedung_P,Energy,167.98,kWh
2025-06-06,Gedung_P,Water,380.32,L
2025-06-06,Gedung_P,CO2,593.64,ppm
2025-06-06,Gedung_P,Waste,43.17,kg
2025-06-06,Gedung_Q,Energy,145.62,kWh
2025-06-06,Gedung_Q,Water,866.99,L
2025-06-06,Gedung_Q,CO2,500.33,ppm
2025-06-06,Gedung_Q,Waste,46.03,kg
2025-06-06,Gedung_R,Energy,175.77,kWh
2025-06-06,Gedung_R,Water,355.86,L
2025-06-06,Gedung_R,CO2,571.03,ppm
2025-06-06,Gedung_R,Waste,48.0,kg
2025-06-06,Gedung_S,Energy,113.63,kWh
2025-06-06,Gedung_S,Water,611.29,L
2025-06-06,Gedung_S,CO2,607.72,ppm
2025-06-06,Gedung_S,Waste,52.74,kg
2025-06-06,Gedung_T,Energy,102.19,kWh
2025-06-06,Gedung_T,Water,1131.25,L
2025-06-06,Gedung_T,CO2,523.92,ppm
2025-06-06,Gedung_T,Waste,56.32,kg
2025-06-07,Gedung_A,Energy,184.1,kWh
2025-06-07,Gedung_A,Water,935.32,L
2025-06-07,Gedung_A,CO2,831.75,ppm
2025-06-07,Gedung_A,Waste,42.19,kg
2025-06-07,Gedung_B,Energy,213.78,kWh
2025-06-07,Gedung_B,Water,285.75,L
2025-06-07,Gedung_B,CO2,354.77,ppm
2025-06-07,Gedung_B,Waste,52.42,kg
2025-06-07,Gedung_C,Energy,88.97,kWh
2025-06-07,Gedung_C,Water,1052.6,L
2025-06-07,Gedung_C,CO2,522.31,ppm
2025-06-07,Gedung_C,Waste,54.6,kg
2025-06-07,Gedung_D,Energy,114.51,kWh
2025-06-07,Gedung_D,Water,350.6,L
2025-06-07,Gedung_D,CO2,467.16,ppm
2025-06-07,Gedung_D,Waste,51.24,kg
2025-06-07,Gedung_E,Energy,141.7,kWh
2025-06-07,Gedung_E,Water,1109.25,L
2025-06-07,Gedung_E,CO2,670.9,ppm
2025-06-07,Gedung_E,Waste,50.55,kg
2025-06-07,Gedung_F,Energy,160.76,kWh
2025-06-07,Gedung_F,Water,903.6,L
2025-06-07,Gedung_F,CO2,509.36,ppm
2025-06-07,Gedung_F,Waste,10.58,kg
2025-06-07,Gedung_G,Energy,175.52,kWh
2025-06-07,Gedung_G,Water,1100.82,L
2025-06-07,Gedung_G,CO2,433.61,ppm
2025-06-07,Gedung_G,Waste,27.84,kg
2025-06-07,Gedung_H,Energy,170.49,kWh
2025-06-07,Gedung_H,Water,818.29,L
2025-06-07,Gedung_H,CO2,437.05,ppm
2025-06-07,Gedung_H,Waste,35.38,kg
2025-06-07,Gedung_I,Energy,159.83,kWh
2025-06-07,Gedung_I,Water,1183.3,L
2025-06-07,Gedung_I,CO2,729.48,ppm
2025-06-07,Gedung_I,Waste,54.7,kg
2025-06-07,Gedung_J,Energy,245.94,kWh
2025-06-07,Gedung_J,Water,863.87,L
2025-06-07,Gedung_J,CO2,430.66,ppm
2025-06-07,Gedung_J,Waste,29.47,kg
2025-06-07,Gedung_K,Energy,208.46,kWh
2025-06-07,Gedung_K,Water,335.6,L
2025-06-07,Gedung_K,CO2,559.52,ppm
2025-06-07,Gedung_K,Waste,25.87,kg
2025-06-07,Gedung_L,Energy,108.98,kWh
2025-06-07,Gedung_L,Water,219.95,L
2025-06-07,Gedung_L,CO2,728.47,ppm
2025-06-07,Gedung_L,Waste,49.99,kg
2025-06-07,Gedung_M,Energy,238.26,kWh
2025-06-07,Gedung_M,Water,784.89,L
2025-06-07,Gedung_M,CO2,450.01,ppm
2025-06-07,Gedung_M,Waste,54.17,kg
2025-06-07,Gedung_N,Energy,244.95,kWh
2025-06-07,Gedung_N,Water,1146.6,L
2025-06-07,Gedung_N,CO2,661.73,ppm
2025-06-07,Gedung_N,Waste,53.71,kg
2025-06-07,Gedung_O,Energy,247.93,kWh
2025-06-07,Gedung_O,Water,1086.49,L
2025-06-07,Gedung_O,CO2,387.89,ppm
2025-06-07,Gedung_O,Waste,12.42,kg
2025-06-07,Gedung_P,Energy,131.02,kWh
2025-06-07,Gedung_P,Water,593.62,L
2025-06-07,Gedung_P,CO2,432.22,ppm
2025-06-07,Gedung_P,Waste,59.61,kg
2025-06-07,Gedung_Q,Energy,214.46,kWh
2025-06-07,Gedung_Q,Water,868.9,L
2025-06-07,Gedung_Q,CO2,878.87,ppm
2025-06-07,Gedung_Q,Waste,22.64,kg
2025-06-07,Gedung_R,Energy,200.94,kWh
2025-06-07,Gedung_R,Water,1148.76,L
2025-06-07,Gedung_R,CO2,395.69,ppm
2025-06-07,Gedung_R,Waste,38.15,kg
2025-06-07,Gedung_S,Energy,215.88,kWh
2025-06-07,Gedung_S,Water,215.96,L
2025-06-07,Gedung_S,CO2,840.08,ppm
2025-06-07,Gedung_S,Waste,27.98,kg
2025-06-07,Gedung_T,Energy,108.74,kWh
2025-06-07,Gedung_T,Water,1051.25,L
2025-06-07,Gedung_T,CO2,455.61,ppm
2025-06-07,Gedung_T,Waste,20.41,kg
2025-06-08,Gedung_A,Energy,168.47,kWh
2025-06-08,Gedung_A,Water,1115.93,L
2025-06-08,Gedung_A,CO2,619.28,ppm
2025-06-08,Gedung_A,Waste,54.82,kg
2025-06-08,Gedung_B,Energy,88.84,kWh
2025-06-08,Gedung_B,Water,438.8,L
2025-06-08,Gedung_B,CO2,518.65,ppm
2025-06-08,Gedung_B,Waste,29.69,kg
2025-06-08,Gedung_C,Energy,153.6,kWh
2025-06-08,Gedung_C,Water,240.46,L
2025-06-08,Gedung_C,CO2,762.5,ppm
2025-06-08,Gedung_C,Waste,46.79,kg
2025-06-08,Gedung_D,Energy,157.87,kWh
2025-06-08,Gedung_D,Water,280.24,L
2025-06-08,Gedung_D,CO2,653.2,ppm
2025-06-08,Gedung_D,Waste,12.19,kg
2025-06-08,Gedung_E,Energy,246.3,kWh
2025-06-08,Gedung_E,Water,824.17,L
2025-06-08,Gedung_E,CO2,754.05,ppm
2025-06-08,Gedung_E,Waste,6.06,kg
2025-06-08,Gedung_F,Energy,144.71,kWh
2025-06-08,Gedung_F,Water,1104.53,L
2025-06-08,Gedung_F,CO2,559.01,ppm
2025-06-08,Gedung_F,Waste,6.98,kg
2025-06-08,Gedung_G,Energy,194.22,kWh
2025-06-08,Gedung_G,Water,896.86,L
2025-06-08,Gedung_G,CO2,534.6,ppm
2025-06-08,Gedung_G,Waste,49.17,kg
2025-06-08,Gedung_H,Energy,225.12,kWh
2025-06-08,Gedung_H,Water,984.12,L
2025-06-08,Gedung_H,CO2,573.96,ppm
2025-06-08,Gedung_H,Waste,23.82,kg
2025-06-08,Gedung_I,Energy,240.29,kWh
2025-06-08,Gedung_I,Water,919.12,L
2025-06-08,Gedung_I,CO2,653.81,ppm
2025-06-08,Gedung_I,Waste,31.89,kg
2025-06-08,Gedung_J,Energy,125.33,kWh
2025-06-08,Gedung_J,Water,1113.36,L
2025-06-08,Gedung_J,CO2,855.33,ppm
2025-06-08,Gedung_J,Waste,9.66,kg
2025-06-08,Gedung_K,Energy,193.26,kWh
2025-06-08,Gedung_K,Water,518.61,L
2025-06-08,Gedung_K,CO2,629.84,ppm
2025-06-08,Gedung_K,Waste,11.24,kg
2025-06-08,Gedung_L,Energy,217.83,kWh
2025-06-08,Gedung_L,Water,1006.23,L
2025-06-08,Gedung_L,CO2,408.88,ppm
2025-06-08,Gedung_L,Waste,9.09,kg
2025-06-08,Gedung_M,Energy,143.48,kWh
2025-06-08,Gedung_M,Water,354.01,L
2025-06-08,Gedung_M,CO2,790.8,ppm
2025-06-08,Gedung_M,Waste,47.84,kg
2025-06-08,Gedung_N,Energy,226.83,kWh
2025-06-08,Gedung_N,Water,209.65,L
2025-06-08,Gedung_N,CO2,357.4,ppm
2025-06-08,Gedung_N,Waste,49.38,kg
2025-06-08,Gedung_O,Energy,227.93,kWh
2025-06-08,Gedung_O,Water,817.46,L
2025-06-08,Gedung_O,CO2,435.93,ppm
2025-06-08,Gedung_O,Waste,39.44,kg
2025-06-08,Gedung_P,Energy,228.13,kWh
2025-06-08,Gedung_P,Water,660.76,L
2025-06-08,Gedung_P,CO2,830.37,ppm
2025-06-08,Gedung_P,Waste,48.24,kg
2025-06-08,Gedung_Q,Energy,97.99,kWh
2025-06-08,Gedung_Q,Water,321.98,L
2025-06-08,Gedung_Q,CO2,737.28,ppm
2025-06-08,Gedung_Q,Waste,15.97,kg
2025-06-08,Gedung_R,Energy,206.83,kWh
2025-06-08,Gedung_R,Water,281.16,L
2025-06-08,Gedung_R,CO2,400.44,ppm
2025-06-08,Gedung_R,Waste,57.33,kg
2025-06-08,Gedung_S,Energy,80.65,kWh
2025-06-08,Gedung_S,Water,991.59,L
2025-06-08,Gedung_S,CO2,478.19,ppm
2025-06-08,Gedung_S,Waste,7.75,kg
2025-06-08,Gedung_T,Energy,93.5,kWh
2025-06-08,Gedung_T,Water,520.4,L
2025-06-08,Gedung_T,CO2,641.13,ppm
2025-06-08,Gedung_T,Waste,31.18,kg
2025-06-09,Gedung_A,Energy,113.54,kWh
2025-06-09,Gedung_A,Water,1187.93,L
2025-06-09,Gedung_A,CO2,683.0,ppm
2025-06-09,Gedung_A,Waste,15.23,kg
2025-06-09,Gedung_B,Energy,128.97,kWh
2025-06-09,Gedung_B,Water,876.16,L
2025-06-09,Gedung_B,CO2,825.75,ppm
2025-06-09,Gedung_B,Waste,8.37,kg
2025-06-09,Gedung_C,Energy,111.44,kWh
2025-06-09,Gedung_C,Water,206.31,L
2025-06-09,Gedung_C,CO2,446.72,ppm
2025-06-09,Gedung_C,Waste,15.87,kg
2025-06-09,Gedung_D,Energy,104.46,kWh
2025-06-09,Gedung_D,Water,742.0,L
2025-06-09,Gedung_D,CO2,885.0,ppm
2025-06-09,Gedung_D,Waste,43.5,kg
2025-06-09,Gedung_E,Energy,199.49,kWh
2025-06-09,Gedung_E,Water,275.78,L
2025-06-09,Gedung_E,CO2,452.88,ppm
2025-06-09,Gedung_E,Waste,22.68,kg
2025-06-09,Gedung_F,Energy,248.64,kWh
2025-06-09,Gedung_F,Water,362.42,L
2025-06-09,Gedung_F,CO2,699.41,ppm
2025-06-09,Gedung_F,Waste,37.58,kg
2025-06-09,Gedung_G,Energy,182.26,kWh
2025-06-09,Gedung_G,Water,706.65,L
2025-06-09,Gedung_G,CO2,506.97,ppm
2025-06-09,Gedung_G,Waste,28.46,kg
2025-06-09,Gedung_H,Energy,220.16,kWh
2025-06-09,Gedung_H,Water,935.44,L
2025-06-09,Gedung_H,CO2,641.8,ppm
2025-06-09,Gedung_H,Waste,41.02,kg
2025-06-09,Gedung_I,Energy,244.58,kWh
2025-06-09,Gedung_I,Water,451.67,L
2025-06-09,Gedung_I,CO2,764.86,ppm
2025-06-09,Gedung_I,Waste,8.56,kg
2025-06-09,Gedung_J,Energy,90.67,kWh
2025-06-09,Gedung_J,Water,544.22,L
2025-06-09,Gedung_J,CO2,753.1,ppm
2025-06-09,Gedung_J,Waste,39.09,kg
2025-06-09,Gedung_K,Energy,219.01,kWh
2025-06-09,Gedung_K,Water,279.95,L
2025-06-09,Gedung_K,CO2,770.44,ppm
2025-06-09,Gedung_K,Waste,44.39,kg
2025-06-09,Gedung_L,Energy,82.04,kWh
2025-06-09,Gedung_L,Water,944.27,L
2025-06-09,Gedung_L,CO2,398.53,ppm
2025-06-09,Gedung_L,Waste,37.35,kg
2025-06-09,Gedung_M,Energy,235.78,kWh
2025-06-09,Gedung_M,Water,561.48,L
2025-06-09,Gedung_M,CO2,724.59,ppm
2025-06-09,Gedung_M,Waste,42.3,kg
2025-06-09,Gedung_N,Energy,91.2,kWh
2025-06-09,Gedung_N,Water,462.44,L
2025-06-09,Gedung_N,CO2,811.85,ppm
2025-06-09,Gedung_N,Waste,29.79,kg
2025-06-09,Gedung_O,Energy,206.17,kWh
2025-06-09,Gedung_O,Water,680.45,L
2025-06-09,Gedung_O,CO2,624.83,ppm
2025-06-09,Gedung_O,Waste,46.99,kg
2025-06-09,Gedung_P,Energy,133.29,kWh
2025-06-09,Gedung_P,Water,1199.1,L
2025-06-09,Gedung_P,CO2,454.66,ppm
2025-06-09,Gedung_P,Waste,37.3,kg
2025-06-09,Gedung_Q,Energy,87.26,kWh
2025-06-09,Gedung_Q,Water,552.89,L
2025-06-09,Gedung_Q,CO2,605.72,ppm
2025-06-09,Gedung_Q,Waste,30.39,kg
2025-06-09,Gedung_R,Energy,236.99,kWh
2025-06-09,Gedung_R,Water,1046.48,L
2025-06-09,Gedung_R,CO2,884.75,ppm
2025-06-09,Gedung_R,Waste,30.5,kg
2025-06-09,Gedung_S,Energy,232.85,kWh
2025-06-09,Gedung_S,Water,652.18,L
2025-06-09,Gedung_S,CO2,428.15,ppm
2025-06-09,Gedung_S,Waste,46.28,kg
2025-06-09,Gedung_T,Energy,151.33,kWh
2025-06-09,Gedung_T,Water,224.48,L
2025-06-09,Gedung_T,CO2,426.69,ppm
2025-06-09,Gedung_T,Waste,22.42,kg
2025-06-10,Gedung_A,Energy,248.26,kWh
2025-06-10,Gedung_A,Water,832.19,L
2025-06-10,Gedung_A,CO2,569.68,ppm
2025-06-10,Gedung_A,Waste,5.77,kg
2025-06-10,Gedung_B,Energy,214.53,kWh
2025-06-10,Gedung_B,Water,861.77,L
2025-06-10,Gedung_B,CO2,445.03,ppm
